Campo B(mT); Corriente(A)
-9.8,0 
-21,0.03 
-72,0.22 
-142,0.84 
-202,1.3 
-268,1.83 
-329,2.36 
-394,2.99 
-443,3.57 
-486,3.9 
-492,4.05 
-505,4.36 
-509,4.4 
-520,4.68 
-526,4.9 
-527,4.94 
-530,4.56
